match_id,date,day_of_week,season,team,competition,opponent,venue,is_home,is_derby,is_weekend,is_championship,is_senior,throw_in_hour,temperature_c,rainfall_mm,promo_posts,home_form_points,score_for,score_against,result,attendance,split
M0158,2024-11-22,Friday,2024,Senior Hurling,Championship,Brookfield Éire Óg,Killinarden Park,1,0,0,1,1,18,9.0,2.5,5,7,0-06,2-21,Loss,678,train
M0159,2024-11-26,Tuesday,2024,Minor Football,League,Fettercairn Celtic,Away Ground,0,1,0,0,0,18,7.2,3.3,10,2,1-22,4-09,Win,253,train
M0160,2025-02-10,Monday,2025,Senior Football,Championship,Greenhills Sarsfields,Sean Walsh Park,1,0,0,1,1,19,3.2,1.7,8,8,1-19,4-10,Draw,759,train
M0161,2025-02-18,Tuesday,2025,Senior Hurling,Championship,Killinarden Rovers,Away Ground,0,1,0,1,1,19,7.1,0.0,6,12,4-08,2-14,Draw,847,train
M0162,2025-02-23,Sunday,2025,Senior Camogie,League,Saggart St Finian's,Away Ground,0,0,1,0,1,14,5.4,0.0,6,14,2-16,2-07,Win,495,train
M0163,2025-02-28,Friday,2025,Minor Football,Challenge,Oldbawn St Brigid's,Away Ground,0,0,0,0,0,18,8.5,0.3,3,10,0-17,3-08,Draw,227,test
M0164,2025-03-06,Thursday,2025,Senior Football,Championship,Springfield Harps,Away Ground,0,0,0,1,1,20,14.3,3.3,5,8,3-21,0-15,Win,700,train
M0165,2025-03-10,Monday,2025,Senior Hurling,Cup,Rathcoole Shamrocks,Tymon Park North,1,0,0,0,1,18,3.7,0.0,8,9,3-07,0-07,Win,631,train
M0166,2025-03-16,Sunday,2025,Senior Football,League,Templeogue Wanderers,Killinarden Park,1,0,1,0,1,15,7.7,0.0,5,8,0-13,3-06,Loss,667,train
M0167,2025-03-20,Thursday,2025,U16 Hurling,Championship,Brookfield Éire Óg,Sean Walsh Park,1,0,0,1,0,20,6.5,1.5,6,10,0-07,0-14,Loss,333,train
M0168,2025-03-24,Monday,2025,U16 Hurling,Cup,Templeogue Wanderers,Tymon Park North,1,0,0,0,0,19,5.9,2.5,7,7,1-17,3-04,Win,189,train
M0169,2025-03-29,Saturday,2025,Senior Camogie,League,Saggart St Finian's,Sean Walsh Park,1,0,1,0,1,12,6.5,3.6,3,11,4-09,2-14,Win,431,train
M0170,2025-04-03,Thursday,2025,Senior Camogie,Championship,Knocklyon Pearses,Tymon Park North,1,0,0,1,1,19,6.5,0.0,5,9,4-09,2-22,Loss,692,train
M0171,2025-04-07,Monday,2025,U16 Hurling,Championship,Kilnamanagh Óg,Sean Walsh Park,1,0,0,1,0,19,8.4,1.3,5,7,3-09,3-21,Loss,277,train
M0172,2025-04-12,Saturday,2025,Minor Football,Championship,Brookfield Éire Óg,Killinarden Park,1,0,1,1,0,15,,,6,14,3-21,4-19,Loss,526,train
M0173,2025-04-19,Saturday,2025,U16 Hurling,League,Whitestown Éire Óg,Sean Walsh Park,1,0,1,0,0,15,13.7,1.2,5,6,1-18,4-19,Loss,415,train
M0174,2025-04-23,Wednesday,2025,Minor Football,Championship,Rathcoole Shamrocks,Sean Walsh Park,1,0,0,1,0,20,1.9,0.0,8,3,2-05,3-12,Loss,292,train
M0175,2025-04-30,Wednesday,2025,Senior Hurling,League,Kilnamanagh Óg,Away Ground,0,0,0,0,1,19,10.5,3.5,7,10,3-09,4-08,Loss,425,train
M0176,2025-05-05,Monday,2025,Senior Football,Cup,Rathcoole Shamrocks,Tymon Park North,1,0,0,0,1,19,10.4,3.2,6,6,0-08,3-05,Loss,681,train
M0177,2025-05-11,Sunday,2025,U16 Hurling,Championship,Springfield Harps,Tymon Park North,1,0,1,1,0,14,,0.0,4,10,2-17,3-18,Loss,454,test
M0178,2025-05-15,Thursday,2025,U16 Hurling,Cup,Jobstown Gaels,Tymon Park North,1,1,0,0,0,19,10.4,0.0,5,7,0-18,2-06,Win,421,train
M0179,2025-05-22,Thursday,2025,Senior Football,Challenge,Bohernabreena Rangers,Killinarden Park,1,0,0,0,1,19,10.4,2.7,3,9,0-05,0-18,Loss,410,train
M0180,2025-05-25,Sunday,2025,Senior Hurling,Challenge,Oldbawn St Brigid's,Sean Walsh Park,1,0,1,0,1,15,13.4,3.3,4,3,2-06,2-12,Loss,422,train
M0181,2025-05-29,Thursday,2025,Ladies Senior Football,League,Oldbawn St Brigid's,Tymon Park North,1,0,0,0,1,19,11.5,0.0,6,7,1-19,0-08,Win,525,train
M0182,2025-06-03,Tuesday,2025,Minor Football,League,Killinarden Rovers,Killinarden Park,1,1,0,0,0,18,17.7,0.7,9,3,0-07,2-15,Loss,480,train
M0183,2025-06-09,Monday,2025,Senior Football,League,Springfield Harps,Away Ground,0,0,0,0,1,19,18.0,1.8,6,9,1-08,3-18,Loss,580,train
M0184,2025-06-14,Saturday,2025,Senior Hurling,Challenge,Springfield Harps,Away Ground,0,0,1,0,1,15,14.7,0.0,5,7,0-11,4-13,Loss,456,train
M0185,2025-06-17,Tuesday,2025,U16 Hurling,Cup,Bohernabreena Rangers,Tymon Park North,1,0,0,0,0,19,15.0,0.0,10,2,3-16,0-11,Win,255,train
M0186,2025-06-25,Wednesday,2025,U16 Hurling,League,Killinarden Rovers,Away Ground,0,1,0,0,0,19,18.5,3.4,,9,3-06,0-22,Loss,379,train
M0187,2025-06-29,Sunday,2025,Senior Hurling,Championship,Firhouse Emmets,Away Ground,0,1,1,1,1,15,11.3,0.7,6,8,0-21,4-08,Win,926,train
M0188,2025-07-05,Saturday,2025,Senior Hurling,League,Bohernabreena Rangers,Away Ground,0,0,1,0,1,12,14.1,0.6,7,9,0-13,3-11,Loss,539,train
M0189,2025-07-08,Tuesday,2025,Senior Football,Championship,Ballycragh Gaels,Tymon Park North,1,0,0,1,1,18,15.0,3.8,9,10,0-09,3-15,Loss,825,train
M0190,2025-07-14,Monday,2025,Senior Football,League,Greenhills Sarsfields,Away Ground,0,0,0,0,1,18,16.7,0.6,5,11,4-06,3-18,Loss,585,train
M0191,2025-07-21,Monday,2025,Senior Hurling,League,Oldbawn St Brigid's,Killinarden Park,1,0,0,0,1,18,19.7,0.0,6,3,0-11,0-19,Loss,582,test
M0192,2025-07-28,Monday,2025,Senior Camogie,Challenge,Oldbawn St Brigid's,Away Ground,0,0,0,0,1,18,11.2,0.0,3,10,3-14,2-06,Win,380,train
M0193,2025-08-04,Monday,2025,Senior Hurling,League,Firhouse Emmets,Tymon Park North,1,1,0,0,1,18,17.2,1.1,6,8,2-06,4-18,Loss,797,train
M0194,2025-08-07,Thursday,2025,Ladies Senior Football,Championship,Brookfield Éire Óg,Away Ground,0,0,0,1,1,19,12.9,1.8,7,8,4-11,1-04,Win,549,test
M0195,2025-08-14,Thursday,2025,Senior Hurling,Championship,Rathcoole Shamrocks,Away Ground,0,0,0,1,1,18,16.4,1.3,8,9,0-10,4-11,Loss,661,train
M0196,2025-08-21,Thursday,2025,Senior Camogie,Challenge,Springfield Harps,Away Ground,0,0,0,0,1,18,18.1,1.7,2,12,3-06,4-07,Loss,412,train
M0197,2025-08-26,Tuesday,2025,U16 Hurling,Cup,Jobstown Gaels,Away Ground,0,1,0,0,0,18,10.1,3.1,7,5,3-14,2-18,Loss,356,train
M0198,2025-09-01,Monday,2025,Senior Football,Championship,Bohernabreena Rangers,Tymon Park North,1,0,0,1,1,18,15.1,2.0,5,8,1-18,2-18,Loss,793,test
M0199,2025-09-07,Sunday,2025,Senior Hurling,Championship,Brookfield Éire Óg,Away Ground,0,0,1,1,1,16,12.8,0.3,8,12,2-16,4-05,Win,891,train
M0200,2025-09-13,Saturday,2025,Ladies Senior Football,Cup,Oldbawn St Brigid's,Killinarden Park,1,0,1,0,1,15,11.1,0.3,,3,0-04,0-11,Loss,678,train
M0201,2025-09-18,Thursday,2025,Senior Football,Cup,Rathcoole Shamrocks,Away Ground,0,0,0,0,1,18,12.5,0.4,7,11,3-08,0-14,Win,634,train
M0202,2025-09-22,Monday,2025,Senior Hurling,Challenge,Firhouse Emmets,Tymon Park North,1,1,0,0,1,20,15.3,0.0,6,1,1-09,2-12,Loss,514,test
M0203,2025-09-30,Tuesday,2025,Senior Football,Championship,Templeogue Wanderers,Away Ground,0,0,0,1,1,20,11.4,2.3,7,2,1-20,1-21,Loss,678,test
M0204,2025-10-03,Friday,2025,Senior Camogie,Cup,Rathcoole Shamrocks,Killinarden Park,1,0,0,0,1,19,13.8,0.4,7,7,1-04,2-05,Loss,586,train
M0205,2025-10-11,Saturday,2025,Minor Football,League,Templeogue Wanderers,Away Ground,0,0,1,0,0,11,11.2,2.8,6,8,1-22,3-15,Win,210,train
M0206,2025-10-16,Thursday,2025,Senior Football,Championship,Fettercairn Celtic,Away Ground,0,1,0,1,1,19,11.7,1.3,10,10,4-10,3-21,Loss,842,train
M0207,2025-10-22,Wednesday,2025,Senior Football,League,Jobstown Gaels,Tymon Park North,1,1,0,0,1,19,14.1,1.8,5,6,2-09,2-05,Win,600,test
M0208,2025-10-25,Saturday,2025,Senior Football,League,Springfield Harps,Away Ground,0,0,1,0,1,15,15.4,0.0,7,7,0-14,2-14,Loss,622,train
M0209,2025-10-30,Thursday,2025,Senior Football,Cup,Ballycragh Gaels,Away Ground,0,0,0,0,1,20,10.2,0.6,4,14,2-11,4-09,Loss,490,train
M0210,2025-11-06,Thursday,2025,Ladies Senior Football,Cup,Brookfield Éire Óg,Tymon Park North,1,0,0,0,1,18,13.9,0.2,11,7,0-09,4-14,Loss,605,test
M0211,2025-11-11,Tuesday,2025,U16 Hurling,League,Knocklyon Pearses,Tymon Park North,1,0,0,0,0,18,8.5,6.7,6,4,2-18,0-12,Win,133,train
M0212,2025-11-16,Sunday,2025,Senior Football,League,Rathcoole Shamrocks,Sean Walsh Park,1,0,1,0,1,16,10.5,1.6,9,10,3-16,2-21,Loss,658,train
M0213,2025-11-23,Sunday,2025,Senior Hurling,Cup,Templeogue Wanderers,Sean Walsh Park,1,0,1,0,1,11,7.3,3.1,7,14,3-09,0-21,Loss,687,train
M0214,2025-11-27,Thursday,2025,Ladies Senior Football,League,Knocklyon Pearses,Away Ground,0,0,0,0,1,20,9.4,,6,13,1-10,3-21,Loss,481,train
M0215,2026-02-18,Wednesday,2026,Ladies Senior Football,Championship,Kilnamanagh Óg,Tymon Park North,1,0,0,1,1,20,7.1,2.3,6,7,4-19,1-07,Win,661,test
M0216,2026-02-21,Saturday,2026,Senior Football,Championship,Brookfield Éire Óg,Away Ground,0,0,1,1,1,15,6.9,0.0,4,7,0-21,3-09,Win,778,train
M0217,2026-02-28,Saturday,2026,Senior Camogie,League,Whitestown Éire Óg,Killinarden Park,1,0,1,0,1,15,5.3,4.3,7,9,0-06,2-21,Loss,560,train
M0218,2026-03-07,Saturday,2026,Minor Football,Championship,Firhouse Emmets,Away Ground,0,1,1,1,0,15,4.4,1.9,4,12,3-13,0-16,Win,524,train
M0219,2026-03-10,Tuesday,2026,Minor Football,League,Springfield Harps,Killinarden Park,1,0,0,0,0,19,8.7,0.5,6,5,0-17,1-08,Win,316,test
M0220,2026-03-16,Monday,2026,Ladies Senior Football,Challenge,Jobstown Gaels,Tymon Park North,1,1,0,0,1,20,2.3,0.0,6,8,4-22,4-17,Win,499,train
M0221,2026-03-20,Friday,2026,Senior Camogie,Championship,Kilnamanagh Óg,Away Ground,0,0,0,1,1,18,8.4,0.0,8,12,3-22,4-19,Draw,584,train
M0222,2026-03-23,Monday,2026,Senior Football,Championship,Springfield Harps,Away Ground,0,0,0,1,1,20,12.5,1.7,7,6,2-15,0-14,Win,777,train
M0223,2026-03-29,Sunday,2026,Ladies Senior Football,Championship,Knocklyon Pearses,Away Ground,0,0,1,1,1,16,11.5,2.9,9,3,2-12,3-06,Win,609,test
M0224,2026-04-03,Friday,2026,Senior Camogie,Championship,Ballycragh Gaels,Away Ground,0,0,0,1,1,19,10.8,0.0,6,4,1-20,4-04,Win,604,train
M0225,2026-04-08,Wednesday,2026,Senior Football,Cup,Bohernabreena Rangers,Away Ground,0,0,0,0,1,19,10.2,0.7,6,6,3-20,3-07,Win,618,train
M0226,2026-04-11,Saturday,2026,Senior Football,League,Whitestown Éire Óg,Killinarden Park,1,0,1,0,1,15,7.1,0.1,5,12,0-13,0-16,Loss,778,train
M0227,2026-04-14,Tuesday,2026,Senior Football,Cup,Bohernabreena Rangers,Away Ground,0,0,0,0,1,19,8.5,0.0,9,7,0-19,1-09,Win,622,train
M0228,2026-04-17,Friday,2026,Senior Football,Championship,Brookfield Éire Óg,Away Ground,0,0,0,1,1,19,7.2,1.4,7,6,4-16,4-07,Win,742,train
M0229,2026-04-20,Monday,2026,Minor Football,Challenge,Rathcoole Shamrocks,Away Ground,0,0,0,0,0,19,9.0,1.4,7,2,2-12,2-10,Win,163,test
M0230,2026-04-25,Saturday,2026,Minor Football,Cup,Firhouse Emmets,Away Ground,0,1,1,0,0,15,7.5,1.5,9,4,2-12,3-16,Loss,470,train
M0231,2026-05-02,Saturday,2026,U16 Hurling,Championship,Bohernabreena Rangers,Tymon Park North,1,0,1,1,0,12,10.8,0.0,8,8,2-09,4-09,Loss,429,train
M0232,2026-05-08,Friday,2026,Senior Hurling,League,Greenhills Sarsfields,Away Ground,0,0,0,0,1,19,17.5,0.0,6,9,2-17,2-15,Win,593,test
M0233,2026-05-14,Thursday,2026,Minor Football,Championship,Kilnamanagh Óg,Tymon Park North,1,0,0,1,0,18,10.5,,6,3,3-05,1-08,Win,317,train
M0234,2026-05-19,Tuesday,2026,Ladies Senior Football,League,Whitestown Éire Óg,Tymon Park North,1,0,0,0,1,19,,0.0,7,9,0-18,2-10,Win,605,test
M0235,2026-05-24,Sunday,2026,Minor Football,Cup,Knocklyon Pearses,Away Ground,0,0,1,0,0,11,14.1,2.1,4,7,0-05,4-10,Loss,343,train
M0236,2026-05-31,Sunday,2026,Senior Hurling,Challenge,Bohernabreena Rangers,Sean Walsh Park,1,0,1,0,1,16,12.0,0.0,5,12,4-22,2-09,Win,589,train
M0237,2026-06-04,Thursday,2026,Senior Hurling,Championship,Brookfield Éire Óg,Tymon Park North,1,0,0,1,1,19,11.4,1.9,9,3,1-09,3-04,Loss,717,train
M0238,2026-06-09,Tuesday,2026,Senior Football,Cup,Springfield Harps,Sean Walsh Park,1,0,0,0,1,19,17.9,2.8,4,11,4-05,4-05,Draw,682,train
M0239,2026-06-13,Saturday,2026,U16 Hurling,Cup,Firhouse Emmets,Away Ground,0,1,1,0,0,15,,1.1,7,5,0-13,3-07,Loss,405,train
M0240,2026-06-19,Friday,2026,Minor Football,League,Springfield Harps,Sean Walsh Park,1,0,0,0,0,18,14.1,3.9,3,8,4-10,2-17,Loss,199,test
